id	surface form	sign span	morphological parsing	DULAT	POS	gloss	comments
159409	apq	apq  	apq/	ảpq	n. m. sg./pl. cstr. gen.	spring, source	
159410	thmtm	thmtm  	thm(t/tm	thmt	n. f. du. abs. gen.	Primordial Ocean	'amid the streams of the two deeps'.; EUPT genders m.
159411	tgly	tgly  	!t!gly[	/g-l-y/	vb G prefc. 3 f. sg.	to present oneself, arrive	DULAT: tgly G or N; formula = 1.5 VI:1.
159412	ḏd	ḏd	ḏd(II)/	ḏd (II)	n. m. sg. cstr. acc.	grotto, cave	ḏd il 'the grotto of El'.
# KTU 1.6 I:35							
159413	il	il  	il(I)/	ỉl (I)	DN m. sg. abs. gen.	ʾIlu/El	
159414	w	w  	w	w	conj.	and	
159415	tbu	tbu  	!t!b(ʔ[&u	/b-ʔ/	vb G prefc. 3 f. sg.	to enter	
159416	qrš	qrš 	qrš/	qrš	n. m. sg. cstr. acc.	private room	
# KTU 1.6 I:36							
159417	mlk	mlk  	mlk(I)/	mlk (I)	n. m. sg. abs. gen.	king	qrš mlk 'the abode of the King' (= El).
159418	ab	ab  	ab/	ảb	n. m. sg. cstr. gen.	father	
159419	šnm	šnm  	šnm/	šnm	DN gen.	Šunama	DULAT: 2nd member of ṯkmn w šnm; TCS 'father of Šunama'.
159419	šnm	šnm  	šn(t/m	šnt (I)	n. f. pl. abs. gen.	year	UNP: 'Father of Years'; so Ksenia at 1.6 I:36.
159420	l	l 	l(I)	l (I)	prep.	at	
159421	pˤn	pʿn	pˤn/	pʕn	n. f. du. cstr. gen.	foot	l pˤn il 'at the feet of El'.
# KTU 1.6 I:37							
159422	il	il  	il(I)/	ỉl (I)	DN m. sg. abs. gen.	ʾIlu/El	
159423	thbr	thbr  	!t!hbr[	/h-b-r/	vb G prefc. 3 f. sg.	to bow	
159424	w	w 	w	w	conj.	and	
159425	tql	tql	!t!ql[	/q-l/	vb G prefc. 3 f. sg.	to fall (down)	
# KTU 1.6 I:38							
159426	tštḥwy	tštḥwy  	!t!]š]]t]ḥwy(II)[	/ḥ-w-y/ (II)	vb Št prefc. 3 f. sg.	to prostrate oneself	
159427	w	w 	w	w	conj.	and	
159428	tkbdnh	tkbdnh	!t!kbd[+nh:d	/k-b-d/	vb D prefc. 3 f. sg. + 3 m. sg. suff.	to honour	
# KTU 1.6 I:39							
159429	tšu	tšu  	!t!(nš(ʔ[&u	/n-š-ʔ/	vb G prefc. 3 f. sg.	to raise	
159430	gh	gh  	g/+h=	g	n. m. sg. cstr. acc. + 3 f. sg. suff.	(loud) voice	'she raises her voice' (Anat).
159431	w	w 	w	w	conj.	and	
159432	tṣḥ	tṣḥ  	!t!ṣḥ[	/ṣ-ḥ/	vb G prefc. 3 f. sg.	to exclaim	
159433	tšmḫ	tšmḫ 	!t!šmḫ[	/š-m-ḫ/	vb G prefc. 3 f. sg. juss.	to be glad, rejoice	'Now let Athirat and her sons rejoice'.
159434	ht	ht	ht	ht	adv.	here	DULAT: 'here'.
# KTU 1.6 I:40							
159435	aṯrt	aṯrt  	aṯr(t(II)/t	ảṯrt (II)	DN f. sg. abs. nom.	Athirat/Asherah	
159436	w	w  	w	w	conj.	and	
159437	bnh	bnh  	bn(I)/+h=	bn (I)	n. m. pl. cstr. nom. + 3 f. sg. suff.	son	aṯrt w bnh 'Athirat and her sons'.
159438	ilt	ilt  	il(t(I)/t	ỉlt (I)	n. f. sg. abs. nom.	goddess	= Athirat (Elat).
159439	w	w 	w	w	conj.	and	
159440	ṣb	ṣb	ṣbr(t/t	ṣbrt	n. f. sg. cstr. nom.	clan, community	MERGE WITH THE NEXT: ṣb+rt = ṣbrt, split across lines I:40/41.
# KTU 1.6 I:41							
159441	rt	rt  	ṣbr(t/t	ṣbrt	n. f. sg. cstr. nom.	clan, community	MERGE WITH THE PREVIOUS.
159442	aryh	aryh  	ary(I)/+h=	ảry (I)	n. m. pl. cstr. gen. + 3 f. sg. suff.	kin, fellow	ṣbrt aryh 'the clan of her kin'.
159443	k	k 	k(III)	k (III)	subordinating / completive functor	for, because	DULAT cites k (III) here: k mt … k ḫlq.
159444	mt	mt  	mt[	/m-t/	vb G suffc. 3 m. sg.	to die	
159445	aliyn	aliyn	aliyn/	ảlỉyn	adj. m. sg. abs. nom.	The Very / Most Powerful	
# KTU 1.6 I:42							
159446	bˤl	bʿl  	bˤl(II)/	bʕl (II)	DN m. sg. abs. nom.	Baʿlu/Baal	
159447	k	k 	k(III)	k (III)	subordinating / completive functor	for, because	
159448	ḫlq	ḫlq  	ḫlq[	/ḫ-l-q/	vb G suffc. 3 m. sg.	to perish	
159449	zbl	zbl  	zbl(I)/	zbl (I)	n. m. sg. cstr. nom.	prince	
159450	bˤl	bʿl	bˤl(II)/	bʕl (II)	n. m. sg. cstr. nom.	lord	zbl bˤl arṣ 'the Prince, Lord of the Earth'.
# KTU 1.6 I:43							
159451	arṣ	arṣ  	arṣ/	ảrṣ	n. f. sg. abs. gen.	earth	
159452	gm	gm  	g/~m	g	n. m. sg. + encl. -m	(loud) voice	gm = 'aloud'.
159453	yṣḥ	yṣḥ 	!y!ṣḥ[	/ṣ-ḥ/	vb G prefc. 3 m. sg.	to exclaim	
159454	il	il	il(I)/	ỉl (I)	DN m. sg. abs. nom.	ʾIlu/El	
# KTU 1.6 I:44							
159455	l	l 	l(I)	l (I)	prep.	to	
159456	rbt	rbt  	rb(t(I)/t	rbt (I)	n. f. sg. cstr. gen.	Lady	rbt aṯrt ym 'Lady Athirat of the Sea'.
159457	aṯrt	aṯrt 	aṯr(t(II)/t	ảṯrt (II)	DN f. sg. cstr. gen.	Athirat/Asherah	EUPT/construct: bound to the following genitive.
159458	ym	ym  	ym(II)/	ym (II)	n. m. sg. abs. gen.	sea	
159459	šmˤ	šmʿ	!!šmˤ[	/š-m-ʕ/	vb G impv. f. sg.	to hear	
# KTU 1.6 I:45							
159460	l	l 	l(IV)	l (IV)	interj.	oh!	DULAT cites l (IV) here: 'Hear, O Lady Athirat…'.
159461	rbt	rbt  	rb(t(I)/t	rbt (I)	n. f. sg. abs. nom.	Lady	
159462	aṯrt	aṯr[t]  	aṯr(t(II)/t	ảṯrt (II)	DN f. sg. cstr. nom.	Athirat/Asherah	EUPT/construct: bound to the following genitive.
159463	ym	ym  	ym(II)/	ym (II)	n. m. sg. abs. gen.	sea	
159464	tn	tn	!!(ytn[	/y-t-n/	vb G impv. f. sg.	to give	'Give one of your sons, I will make him king'.
# KTU 1.6 I:46							
159465	aḥd	aḥd  	aḥd/	ảḥd	num. m. sg. abs. acc.	one	
159466	b	b  	b	b	prep.	among	
159467	bnk	bnk  	bn(I)/+k	bn (I)	n. m. pl. cstr. gen. + 2 m. sg. suff.	son	'your sons'.
159468	am	am{ } 	!(ʔ&a!mlk[+n	/m-l-k/	vb G prefc. 1 c. sg. + 3 m. sg. suff.	to make king	MERGE WITH THE NEXT: am+lkn = amlkn; scribal divider am{.}lkn (KTU); -n = -n (IV) 'him' (DULAT).
159469	lkn	lkn	!(ʔ&a!mlk[+n	/m-l-k/	vb G prefc. 1 c. sg. + 3 m. sg. suff.	to make king	MERGE WITH THE PREVIOUS.
# KTU 1.6 I:47							
159470	w	w 	w	w	conj.	and	
159471	tˤn	tʿn  	!t!ˤn(y(I)[	/ʕ-n-y/ (I)	vb G prefc. 3 f. sg.	to answer	
159472	rbt	rbt  	rb(t(I)/t	rbt (I)	n. f. sg. cstr. nom.	Lady	
159473	aṯrt	aṯrt 	aṯr(t(II)/t	ảṯrt (II)	DN f. sg. cstr. nom.	Athirat/Asherah	EUPT/construct: bound to the following genitive.
159474	ym	ym	ym(II)/	ym (II)	n. m. sg. abs. gen.	sea	
# KTU 1.6 I:48							
159475	bl	bl  	bl(I)	bl (I)	adv. / emph. functor	verily; not?	DULAT: bl/blt nmlk 'shall we not make king…?'.
159476	nmlk	nmlk  	!n!mlk[	/m-l-k/	vb G prefc. 1 c. pl.	to make king	
159476	nmlk	nmlk  	!n!mlk[:d	/m-l-k/	vb D prefc. 1 c. pl.	to make king	EUPT: D-stem (unwritten gemination; both viable).
159477	ydˤ	ydʿ  	ydˤ/	ydʕ	PN m. sg.	the Savant	DULAT: ydʕ ylḥn PN pair 'the Savant Shrewd'.
159477	ydˤ	ydʿ  	ydˤ(I)[/	/y-d-ʕ/ (I)	vb G act. ptcpl. m. sg.	one who knows	Alternative reading.
159478	ylḥn	ylḥn	ylḥn/	ylḥn	PN m. sg.	Shrewd	DULAT PN; no root /l-ḥ-n/ in DULAT. Token deleted in Ksenia's file.
# KTU 1.6 I:49							
159479	w	w 	w	w	conj.	and	
159480	yˤn	yʿn  	!y!ˤn(y(I)[	/ʕ-n-y/ (I)	vb G prefc. 3 m. sg.	to answer	
159481	lṭpn	lṭpn  	lṭpn/	lṭpn	adj. m. sg. abs. nom.	the Benevolent	Epithet of El.
159482	il	il 	il(I)/	ỉl (I)	DN m. sg. abs. nom.	ʾIlu/El	
159483	d	d 	d	d	det. or rel. functor	the one of	
159484	pi	pi	pid/	pỉd	n. m. sg. abs. gen.	heart	MERGE WITH THE NEXT: pi+d = pid, split across lines I:49/50; il d pid 'El the kind-hearted'.
# KTU 1.6 I:50							
159485	d	d  	pid/	pỉd	n. m. sg. abs. gen.	heart	MERGE WITH THE PREVIOUS.
159486	dq	dq  	dq(I)/	dq (I)	adj. m. sg. abs. nom.	tiny, weak	'one weak of strength cannot run' (El of Athirat's candidate).
159487	anm	anm  	an(III)/m	ản (III)	n. m. pl. abs. gen.	strength	
159488	l	l 	l(II)	l (II)	adv.	not	DULAT cites l (II) here: dq ảnm l yrẓ.
159489	yrq	yrq	!y!r(ẓ&q[	/r-ẓ/	vb G prefc. 3 m. sg.	to run, compete	DULAT: yrẓ; written q for ẓ (sign confusion), marked (ẓ&q.
# KTU 1.6 I:51							
159490	ˤm	ʿm  	ˤm(I)	ʕm (I)	prep.	with	
159491	bˤl	bʿl  	bˤl(II)/	bʕl (II)	DN m. sg. abs. gen.	Baʿlu/Baal	
159492	l	l 	l(II)	l (II)	adv.	not	
159493	yˤdb	yʿdb  	!y!ˤdb[	/ʕ-d-b/	vb G prefc. 3 m. sg.	to handle, wield	DULAT s.v. /ʕ-d-b/: '(he cannot) handle the lance'.
159494	mrḥ	mrḥ	mrḥ/	mrḥ	n. f. sg. abs. acc.	lance, spear	EUPT genders m.
# KTU 1.6 I:52							
159495	ˤm	ʿm  	ˤm(I)	ʕm (I)	prep.	with	
159496	bn	bn  	bn(I)/	bn (I)	n. m. sg. cstr. gen.	son	
159497	dgn	dgn  	dgn(II)/	dgn (II)	DN m. sg. abs. gen.	Dagan	
