id	surface form	sign span	morphological parsing	DULAT	POS	gloss	comments
176463	l	l  	l(II)	l (II)	adv.	no, not	Negates the following 1cs prefix verb; DULAT directly cites ỉky l ỉlảk.
176464	ilak	ilak	!(ʔ&i!l(ʔ&ak[	/l-ʔ-k/	vb G prefc. 1 c. sg. juss.	to send a message	Tropper analyses /ʾilʾak-/ 1cs: “why should I not send”; both written vowel letters are kept distinct from the lexical alephs.
# KTU 2.21 12							
176465	ˤtn	ʿtn  	ˤ(n&t)(t&n)(II)	ʕnt (II)	adv.	now	DULAT adverb “now”; paired substitution records the attested metathesis ʕtn against lexical ʕnt while reconstructing the surface.
176466	ˤmy	ʿmy	ˤm(I)+y	ʕm (I)	prep. + 1 c. sg. suff.	to me, with me	DULAT directly cites the suffixed preposition in this passage.
# KTU 2.21 13							
176467	kl	[kl  ]  	kl/	kl	n. m. sg. abs. nom.	everything, totality	
176468	šlm	šlm  	šlm[	/š-l-m/	vb G suffc. 3 m. sg.	to be well	Possible finite predicate: “everything is well”; DULAT supports the G well-being idiom.
176468	šlm	šlm  	šlm(I)/	šlm (I)	n. m. sg. abs. nom.	well-being, peace	
176469	w	w  	w	w	conj.	and	
176470	lm	lm	lm(II)	lm (II)	interr. pn.	why, what for	Tropper §81.64 lists this line among probable causal-interrogative lm passages.
# KTU 2.21 14							
176471	xxxk	[xx]xk    	?	?	?	?	
176472	ˤmk	ʿmk	ˤm(I)+k=	ʕm (I)	prep. + 2 f. sg. suff.	with you, from you	Tropper cites the ordinary suffixed preposition ʕm-k; the queen is the feminine singular addressee.
# KTU 2.21 15							
176473	xxšlm	[xx]šlm    	?	?	?	?	DULAT and Tropper tentatively restore a D-stem “pay,” but do not account for the entire written sequence.
176474	kspy	kspy	ksp/+y	ksp	n. m. sg. cstr. acc. + 1 c. sg. suff.	my silver	DULAT cites the phrase ]šlm kspy.
# KTU 2.21 16							
176475	ṯṯ	ṯṯ  	ṯṯ/	ṯṯ	num. c.	six	Multiplier in the directly attested expression “six hundred.”
176476	mat	mat  	m(i&at/	mỉt	n. f. pl. abs. acc.	hundreds	DULAT identifies the plural numeral noun “hundreds”; lexical i is represented by written a. The phrase is the likely object of “pay.”
176477	ˤmnkm	ʿmnkm	ˤm(I)~n+km	ʕm (I)	prep. + encl. -n + 2 m. pl. suff.	from you, with you	DULAT directly cites ʕmnkm; n extends the prepositional base and -km addresses the queen's group.
# KTU 2.21 17							
176478	w	w  	w	w	conj.	and	
176479	l	l  	l(II)	l (II)	adv.	no, not	Tropper's collation reads a negated verb after w.
176480	atnnk	atnnk	?	?	?	?	Tropper, following Pardee, rejects KTU's atnnk and reads ttnn.nn, /y-t-n/ G-prefix 2 m. pl., “you will give it.” The tablet's five-sign reading cannot reconstruct the proposed six-sign collation.
# KTU 2.21 18							
176481	w	w  	w	w	conj.	and	
176482	l	l  	l(I)	l (I)	prep.	to	Governs mlkm.
176483	mlkm	mlkm	mlk(I)/m	mlk (I)	n. m. pl. abs. gen.	kings	Human rulers in a diplomatic/payment context. DULAT's broader entry also discusses deified dead kings, but Burns's catalogue alone does not justify DN encoding here.
# KTU 2.21 19							
176484	lxxxldk	l[xxx]ldk	?	?	?	?	
# KTU 2.21 20							
176485	hxxxxm	h[xxx]xm	?	?	?	?	
# KTU 2.21 21							
176486	txxxxx	tx[xxxx]    	?	?	?	?	
176487	titṯm	titṯm	!t!(ʔ&i]t]ṯm[	/ʔ-ṯ-m/	vb Gt prefc. 3 f. sg.	to fall into debt, remain indebted	Tropper §§33.141.42 and 74.232.21 analyses Gt /ʔ-t-ṯ-m/ and permits either 3fs or direct-address 2fs.
176487	titṯm	titṯm	!t==!(ʔ&i]t]ṯm[	/ʔ-ṯ-m/	vb Gt prefc. 2 f. sg.	to fall into debt, remain indebted	
# KTU 2.21 22							
176488	hxxxxxb	h[xxxxx]b    	?	?	?	?	
176489	ḫt	ḫt	ḫt/	ḫt	TN sg.	Hatti	DULAT directly registers the toponym ḫt at this line.
176489	ḫt	ḫt	ḫt[	/ḫ-t(-t)/	vb G suffc. 3 m. sg.	to break, yield	DULAT also attests the verbal root /ḫ-t(-t)/.
# KTU 2.21 23							
176490	bxxxxxtlk	b[xxxxx]tlk	?	?	?	?	Tropper tentatively relates tlk to /h-l-k/, but does not account for the entire written sequence.
# KTU 2.21 24							
176491	xxxxxxtitṯm	[xxxxxx]titṯm	?	?	?	?	Tropper may read titṯm as another Gt /ʔ-ṯ-m/, but does not account for the entire written sequence.
# KTU 2.21 25							
176492	xxxxxxm	[xxxxxx]m	?	?	?	?	
# KTU 2.21 26							
176493	xxxxxx	[xxxxxx]	?	?	?	?	
# KTU 2.21 27							
176494	xxxxxx	[xxxxxx]	?	?	?	?	
# KTU 2.21 28							
176495	xxxxxxy	[xxxxxx]y	?	?	?	?	
# KTU 2.21 29							
176496	xxxxxxxt	[xxxxxxx]t	?	?	?	?	
# KTU 2.21 30							
176497	xxxxxxxx	[xxxxxxx]x	?	?	?	?	
# KTU 2.21 31							
176498	w	w  	w	w	conj.	and	
176499	hxx	hxx[    ]    	?	?	?	?	
