id	surface form	sign span	morphological parsing	DULAT	POS	gloss	comments
176138	tšlmk	tšlmk	!t!šlm[:d:w+k=	/š-l-m/	vb D prefc. 3 m. pl. + 2 f. sg. suff.	to restore / preserve health	DULAT and Tropper analyse tšlmk as a D-stem prefix form with the plural subject ỉlm and feminine object adtny.
# KTU 2.11 10							
176139	hnny	hnny  	hnny	hnny	adv.	here	Tropper §81.11c treats hnny as hnn plus enclitic -y; DULAT has a standalone hnny entry for this occurrence.
176140	ˤmny	ʿmny	ˤm(I)+ny	ʕm (I)	prep. + 1 c. du. suff.	2) relationship of accompaniment	Tropper §41.223.1 identifies -ny as the 1 c. dual suffix, “with us both.”
# KTU 2.11 11							
176141	kll	kll  	kll/	kll	n. m. sg. abs. acc.	totality, whole	Tropper §45.23 analyses kll as an adverbial accusative in the formula kll mid šlm.
176142	mid	mid	mid/	mỉ/ủd	n. m. sg. abs. acc.	2) abundantly	Tropper §§45.23, 81.3f analyses mid as an adverbial accusative, “very / abundantly.”
# KTU 2.11 12							
176143	šlm	šlm 	šlm(I)/	šlm (I)	n. m. sg. abs. nom.	peace	Tropper §45.23 prefers a substantive to a suffix-conjugation verb in kll mid šlm.
176143	šlm	šlm 	šlm[	/š-l-m/	vb G suffc. 3 m. sg.	to be well, do well, be in peace	DULAT indexes this occurrence under /š-l-m/ G and supports the verbal alternative.
# KTU 2.11 13							
176144	w	w  	w	w	conj.	and	
176145	ap	ap  	ap(I)	ảp (I)	adv./conj.	also	
176146	ank	ank	ank	ảnk	pers. pn	1) i b) emph. subj. in VC	DULAT treats ảnk as the emphatic independent first-person singular pronoun in verbal clauses.
# KTU 2.11 14							
176147	nḫt	nḫt  	nḫ[t	/n-ḫ/	vb G suffc. 1 c. sg.	to rest	DULAT lists nḫt here as a G suffix-conjugation form; Tropper §75.524 analyses it as 1 c. singular, “I rested.”
176148	ṯmny	ṯmny	ṯm~n~y	ṯm	adv. + encl. -n + encl. -y	there	Tropper §81.12d analyses ṯmny as ṯmn plus enclitic -y in this letter formula.
# KTU 2.11 15							
176149	ˤm	ʿm  	ˤm(I)	ʕm (I)	prep.	2) relationship of accompaniment
176150	adtny	adtny	ad(t/t+ny	ảdt	n. f. sg. cstr. gen. + 1 c. du. suff.	lady	DULAT and Tropper §41.223.1 identify -ny as the 1 c. dual suffix.
# KTU 2.11 16							
176151	mnm	mnm  	mnm	mnm	indef. pn.	any(thing)	
176152	šlm	šlm	šlm(I)/	šlm (I)	n. m. sg. abs. nom.	peace	Tropper §§81.12d, 97.42 treats mnm šlm as “whatever wellbeing,” supporting a substantive.
176152	šlm	šlm	šlm[	/š-l-m/	vb G suffc. 3 m. sg.	to be well, do well, be in peace	DULAT indexes this occurrence under /š-l-m/ G and supports the verbal alternative.
# KTU 2.11 17							
176153	rgm	rgm  	rgm/	rgm	n. m. sg. abs. acc.	word, message	DULAT cites rgm ṯṯb “send back word”; rgm is the direct object.
176154	ṯṯb	ṯṯb	](š&ṯ]ṯb[	/ṯ-b/	vb Š impv. 2 f. sg.	to send (word)	Tropper §§74.623, 75.527 analyses ṯṯb here as a Š-stem feminine singular imperative addressed to adtny.
# KTU 2.11 18							
176155	l	l  	l(I)	l (I)	prep.	to	
176156	ˤbdk	ʿbdk	ˤbd(I)/+k=	ʕbd (I)	n. m. du. cstr. gen. + 2 f. sg. suff.	servant	The dual servants are tlmyn and ảḫtmlk, and the feminine suffix refers to adtny.
