id	surface form	sign span	morphological parsing	DULAT	POS	gloss	comments
176556	x	x[                                      ]                                      	?	?	?	?	
# KTU 2.23 12							
176557	r	r[                                       ]                                       	?	?	?	?	
# KTU 2.23 13							
176558	b	b  	b	b	prep.	in	
176559	x	x[                      ]                      	?	?	?	?	
176560	špš	[špš  ]  	špš/	špš	n. f. sg. abs. gen.	Sun, royal title	In the repeated royal titulary, špš denotes the human king rather than Šapšu.
176561	mlk	[mlk]	mlk(I)/	mlk (I)	n. m. sg. abs. gen.	king	
# KTU 2.23 14							
176562	rb	rb [ ] 	rb(I)/	rb (I)	adj. m. sg. abs. gen.	great	The repeated title is “Great King.”
176563	bˤly	[bʿly                            ]                            	bˤl(II)/+y	bʕl (II)	n. m. sg. cstr. gen. + 1 c. sg. suff.	my lord	
# KTU 2.23 15							
176564	w	w  	w	w	conj.	and	
176565	ank	an[k  ]  	ank	ảnk	pers. pn. 1 c. sg.	I	Explicit first-person subject; Tropper reconstructs “and I … pray.”
176566	xxxxxxxb	[xxxxxxx]b	?	?	?	?	Tropper tentatively restores a servant predicate plus relative d, without accounting for the entire written sequence.
# KTU 2.23 16							
176567	arš	arš[  ]  	!(ʔ&a!(ʔrš[	/ʔ-r-š/	vb G prefc. 1 c. sg.	to request, pray	Tropper §§33.141.43 and 74.412.21 analyses /ʾârVš-/ as G prefix conjugation 1cs, “I pray”; DULAT directly cites the verbal root here.
176567	arš	arš[  ]  	!(ʔ&a!(ʔrš[:d	/ʔ-r-š/	vb D prefc. 1 c. sg.	to request, pray	Tropper explicitly retains D as an alternative because unwritten gemination is possible; it cannot be decided from the consonantal form.
176568	ḥy	[ḥy  ]  	ḥy(m/	ḥym	n. m. pl. tant. cstr. acc.	life	DULAT and Tropper read “I pray for the life of the Sun.”
176569	l	[l ] 	l(I)	l (I)	prep.	for	
176570	špš	[šp]š	špš/	špš	n. f. sg. abs. gen.	Sun, royal title	Genitive object after l; the title denotes the human monarch, not DN Šapšu.
# KTU 2.23 17							
176571	mlk	mlk  	mlk(I)/	mlk (I)	n. m. sg. abs. gen.	king	
176572	rb	r[b  ]  	rb(I)/	rb (I)	adj. m. sg. abs. gen.	great	Fixed title “Great King,” excluding noun rb (II) “chief.”
176573	bˤly	[bʿl]y    	bˤl(II)/+y	bʕl (II)	n. m. sg. cstr. gen. + 1 c. sg. suff.	my lord	Final apposition in the genitive royal title; -y is 1cs.
176574	p	p  	p(I)	p (I)	conj. functor	and furthermore	Tropper §83.12 cites this clause as additive p, coordinating a second prayer.
176575	l	l 	l(I)	l (I)	prep.	for	
# KTU 2.23 18							
176576	ḥy	ḥy  	ḥy(m/	ḥym	n. m. pl. tant. cstr. acc.	life	Construct noun in DULAT's exact phrase “for the life of (his) soul”; it is the prayer's object, not a nominative.
176577	npš	np[š  ]  	npš(I)/	npš (I)	n. f. sg. abs. gen.	soul, life	DULAT translates “his soul,” although no possessive suffix is written in this token.
176578	arš	[a]rš	!(ʔ&a!(ʔrš[	/ʔ-r-š/	vb G prefc. 1 c. sg.	to request, pray	Second occurrence of Tropper's G 1cs /ʾârVš-/, “I pray.”
176578	arš	[a]rš	!(ʔ&a!(ʔrš[:d	/ʔ-r-š/	vb D prefc. 1 c. sg.	to request, pray	Tropper retains D as an alternative to G for both occurrences; consonantal spelling cannot show the gemination.
# KTU 2.23 19							
176579	l	l  	l(I)	l (I)	prep.	before	Tropper §69.141 and DULAT analyse l pn as a compound preposition.
176580	pn	pn  	pn(m/	pnm	n. m. pl. tant.	in front	
176581	bˤl	bʿ[l  ]  	bˤl(II)/	bʕl (II)	DN m. sg. cstr. gen.	Baʕlu	Divine name in the directly attested compound bʕl ṣpn, before whom the sender prays.
176582	ṣpn	ṣpn  	ṣpn/	ṣpn	TN sg. abs. gen.	Ṣapānu, Zaphon	Toponymic epithet in Baʕlu-Ṣapānu. Burns supports the compound divine-name reading, but ṣpn itself remains the mountain name here rather than an independently deified DN.
176583	bˤly	bʿly	bˤl(II)/+y	bʕl (II)	n. m. sg. cstr. gen. + 1 c. sg. suff.	my lord	Tropper translates “my lord.”
# KTU 2.23 20							
176584	w	w  	w	w	conj.	and	
176585	urk	urk  	urk/	ủrk	n. m. sg. cstr. acc.	length	DULAT cites ủrk ym bʕly, “length of the days of my lord.”
176586	ym	ym  	ym(I)/	ym (I)	n. m. pl. cstr. gen.	days, lifetime	DULAT and Tropper translate the construct phrase idiomatically as a long life. Consonantal ym is the plural construct “days” here, not singular day.
176587	bˤly	bʿly	bˤl(II)/+y	bʕl (II)	n. m. sg. cstr. gen. + 1 c. sg. suff.	my lord	Genitive possessor in “my lord's days”; -y is 1cs.
# KTU 2.23 21							
176588	l	l  	l(I)	l (I)	prep.	before	
176589	pn	pn  	pn(m/	pnm	n. m. pl. tant.	in front	
176590	amn	amn  	amn(I)/	ảmn (I)	DN m. sg. abs. gen.	Amun	DULAT identifies Egyptian DN Amun in l pn ảmn, excluding adjective ảmn (III) “faithful.”
176591	w	w  	w	w	conj.	and	
176592	l	l  	l(I)	l (I)	prep.	before	
176593	pn	pn	pn(m/	pnm	n. m. pl. tant.	in front	
# KTU 2.23 22							
176594	il	il  	il(I)/	ỉl (I)	n. m. pl. cstr. gen.	gods	DULAT and Tropper translate ỉl mṣrm as plural “the gods of Egypt”; plural agreement is supplied by dt tġrn despite the lack of a written plural ending.
176595	mṣrm	mṣrm  	mṣrm/	mṣrm	TN sg. abs. gen.	Egypt	
176596	dt	dt  	d/t	d	rel. functor	who	Feminine-plural relative form agreeing with the plural gods in the directly cited relative clause; final -t is lexical morphology, not an enclitic.
176597	tġrn	tġrn	!t!(nġr[n	/n-ġ-r/	vb G prefc. 3 f. pl.	to protect, guard	Tropper §§76.325 and 97.111 identifies a long prefix form with plural subject “the gods of Egypt, who protect.” Final -n marks plural conjugation, not a 1cs object suffix.
# KTU 2.23 23							
176598	npš	npš  	npš(I)/	npš (I)	n. f. sg. cstr. acc.	soul, life	DULAT and Tropper translate “who protect the life of the Sun.”
176599	špš	špš 	špš/	špš	n. f. sg. abs. gen.	Sun, royal title	The royal title denotes the human king.
176600		[  ]  	?	?	?	?	
176601	mlk	mlk 	mlk(I)/	mlk (I)	n. m. sg. abs. gen.	king	
# KTU 2.23 24							
176602	rb	rb  	rb(I)/	rb (I)	adj. m. sg. abs. gen.	great	Fixed title “Great King,” excluding noun rb (II) “chief.”
176603	bˤly	bʿly 	bˤl(II)/+y	bʕl (II)	n. m. sg. cstr. gen. + 1 c. sg. suff.	my lord	Final apposition in the genitive titulary; -y is the sender's 1cs suffix.
# KTU 2.23 25							
176604	b	b[                                      ]                                      	b	b	prep.	in	
176605	x	x	?	?	?	?	
# KTU 2.23 26							
176606	ˤbx	ʿb[                                  ]x	?	?	?	?	
# KTU 2.23 27							
176607	ˤxx	ʿx[                                     ]x	?	?	?	?	
# KTU 2.23 28							
176608	mš	m[                                     ]š	?	?	?	?	
# KTU 2.23 29							
176609	xtm	x[                                      ]tm	?	?	?	?	
# KTU 2.23 30							
176610	pm	pm[                                  ]                                  	p(I)~m	p (I)	conj. functor + encl. -m	and then	Tropper §83.12 identifies a possible extended conjunction p + emphatic -m.
# KTU 2.23 31							
176611	bˤlš	bʿl[                                    ]š	?	?	?	?	
# KTU 2.23 32							
176612	ap	ap  	ap(I)	ảp (I)	adv./conj.	also	Tropper §85.2 identifies additive ảp.
176613	xnpšn	x[                       n]pšn	?	?	?	?	
# KTU 2.23 33							
176614	mlk	mlk[                                 ]                                 	mlk(I)/	mlk (I)	n. m. sg.	king	
# KTU 2.23 34							
176615	yšlm	yšl[m                                ]                                	!y!šlm[	/š-l-m/	vb G prefc. 3 m. sg.	to be well	
176616	xm	xm	?	?	?	?	
# KTU 2.23 35							
176617	ˤbx	ʿb[                                    ]x	?	?	?	?	
# KTU 2.23 36							
176618	x	x[                                    ]                                    	?	?	?	?	
# KTU 2.23 37							
176619	xxxlx	[xx]xlx[                          ]                          	?	?	?	?	
