id	surface form	sign span	morphological parsing	DULAT	POS	gloss	comments
176094	ht	ht	ht	ht	adv.	2) conj.	
# KTU 2.10 9							
176095	hm	hm  	hm(II)	hm (II)	conj./interr. functor	1) if (conj.)	DULAT assigns hm ỉnmm to conditional hm (II).
176096	inmm	inmm	in/~m~m	ỉn	n. m. sg. abs. nom. + encl. -m + encl. -m	1) there is/are not	Tropper §88.24 analyses inmm as inm plus a further enclitic -m, while allowing that the second m may be dittographic.
176096	inmm	inmm	in m(nm	ỉn | mnm	n. m. sg. abs. nom. | indef. pn.	1) there is/are not | any(thing)	DULAT records Cunchillos's dissenting division ỉn mm, “there is nothing at all,” comparing mnm; KTU² restores in m<n>m.
# KTU 2.10 10							
176097	nḫtu	nḫtu  	]n]ḫt(ʔ[&u	/ḫ-t-ʔ/	vb N suffc. 3 m. pl.	to be ground up	DULAT lists the form as N suffix conjugation; Tropper §75.32 also inventories nḫtu at 2.10:10 as 3 m. pl.
176097	nḫtu	nḫtu  	]n]ḫt(ʔ[&u	/ḫ-t-ʔ/	vb N ptcpl. m. pl. abs. nom.	to be ground up	Tropper §74.32 alternatively judges this second occurrence “probably” an N participle.
176098	w	w  	w	w	conj.	3) in the correlation protasis-apodosis	
176099	lak	lak	l(ʔ&ak[	/l-ʔ-k/	vb G impv. 2 m. sg.	to send (a message)	DULAT translates the exact clause as an imperative; Tropper §§73.121.2, 75.223 explicitly analyse lak at 2.10:10 as G imperative m. sg.
# KTU 2.10 11							
176100	ˤmy	ʿmy  	ˤm(I)+y	ʕm (I)	prep. + 1 c. sg. suff.	to
176101	w	w  	w	w	conj.	4) declarative and emphatic functor	
176102	yd	yd	yd(I)/	yd (I)	n. f. sg. cstr. nom.	force, power, help	DULAT cites yd ilm here under yd (I) sense c, “the power of the gods,” not the concrete sense “hand.”
# KTU 2.10 12							
176103	ilm	ilm  	il(I)/m	ỉl (I)	n. m. pl. abs. gen.	god	DULAT reads the common plural “gods” in yd ilm; Burns's Divine Names classification alone does not license a DN analysis.
176104	p	p  	p(II)	p (II)	adv.	here	DULAT cites p (II) “here” at this line; Tropper §81.11 calls the reading uncertain.
176104	p	p  	p(I)	p (I)	conj. functor	and	Tropper §81.11 records the alternative analysis of p as a conjunction.
176105	kmtm	kmtm  	k(I) mt(II)/~m	k (I) | mt (II)	prep. | n. m. sg. abs. gen. + encl. -m	like | 1) death	DULAT cites both k (I) and mt (II) in the phrase yd ilm p k mtm ʕz mỉd, “the power of the gods here is like death.”
176105	kmtm	kmtm  	k(II) mt(II)/~m	k (II) | mt (II)	emph. functor | n. m. sg. abs. nom. + encl. -m	yes | 1) death	Tropper §81.11 construes k asseveratively: “indeed, Death(?) is very strong.”
176105	kmtm	kmtm  	k(I) mt(III)/m	k (I) | mt (III)	prep. | n. m. du. cstr. gen.	like | 3) hero	DULAT also indexes mt (III) sense 3 “hero” at 2.10:12; its forms table identifies mtm as construct dual. Cunchillos reads “warriors.”
176105	kmtm	kmtm  	kmt~m	kmt	adv. + encl. -m	like(wise)	DULAT lists kmt “like(wise),” and Tropper §81.3d analyses it as km plus enclitic -t.
# KTU 2.10 13							
176106	ˤz	ʿz  	ˤz(I)/	ʕz (I)	n. m. sg. abs. nom.	strength, force	DULAT cites this line under the noun ʕz (I), “strength, force,” in the phrase ʕz mỉd “utter strength”; Elijah independently gives the same nominal analysis.
176107	mid	mid	mid/	mỉ/ủd	n. m. sg. abs. acc.	2) abundantly	Tropper §81.3f analyses mid as an adverbial accusative, “in high measure; very.”
# KTU 2.10 14							
176108	hm	hm  	hm(II)	hm (II)	conj./interr. functor	1) if (conj.)	DULAT assigns hm nṯkp to conditional hm (II).
176109	nṯkp	nṯkp	]n]ṯkp[:w	/ṯ-k-p/	vb N suffc. 3 m. pl.	?	DULAT leaves the root meaning unresolved in this context; Tropper §74.32 analyses /naṯkapū/, N suffix conjugation 3 m. pl., “they were thrown back.”
# KTU 2.10 15							
176110	mˤnk	mʿnk	mˤn/+k	mʕn	n. m. sg. cstr. nom. + 2 m. sg. suff.	reply
# KTU 2.10 16							
176111	w	w  	w	w	conj.	and	
176112	mnm	mnm	mnm	mnm	indef. pn.	any(thing)	
# KTU 2.10 17							
176113	rgm	rgm  	rgm/	rgm	n. m. sg. abs. nom.	2) matter	
176114	d	d  	d	d	det. or rel. functor	2) which	
176115	tšmˤ	tšmʿ	!t=!šmˤ[	/š-m-ʕ/	vb G prefc. 2 m. sg.	to hear, listen (to), notice	DULAT translates w mnm rgm d tšmʕ “and whatever you hear”; the addressee is masculine singular.
# KTU 2.10 18							
176116	ṯmt	ṯmt  	ṯm~t	ṯm	adv. + encl. -t	there	Tropper §81.12b analyses ṯmt as ṯm “there” plus enclitic -t, specifically “from there” in this letter.
176117	w	w  	w	w	conj.	3) in the correlation protasis-apodosis	
176118	št	št	št[	/š-t/	vb G impv. 2 m. sg.	to place, set, set up, leave	DULAT translates št b spr ʕmy “put it in writing for me”; Tropper §75.223 inventories št at 2.10:18 as G imperative m. sg.
# KTU 2.10 19							
176119	b	b  	b	b	prep.	in	
176120	spr	spr  	spr(II)/	spr (II)	n. m. sg. abs. gen.	3) letter	DULAT cites b spr here, “in writing / in a letter”; the preposition governs the genitive.
176121	ˤmy	ʿmy	ˤm(I)+y	ʕm (I)	prep. + 1 c. sg. suff.	1) relationship of direction (space and time)
