id	surface form	sign span	morphological parsing	DULAT	POS	gloss	comments
176770	w	w  	w	w	conj.	and	
176771	hm	hm  	hm(II)	hm (II)	conj./interr. functor	if	
176772	ḫt	ḫt 	ḫt/	ḫt	TN sg. abs. nom.	Hatti	
# KTU 2.30 17							
176773	ˤl	ʿl  	ˤl(y[	/ʕ-l-y/	vb G suffc. 3 m. sg.	to attack	
176774	w	w  	w	w	conj.	and	
176775	likt	likt	l(ʔ&ik[t	/l-ʔ-k/	vb G suffc. 1 c. sg.	to send (a message)	
# KTU 2.30 18							
176776	ˤmk	ʿmk  	ˤm(I)+k=	ʕm (I)	prep. + 2 f. sg. suff.	to you	
176777	w	w  	w	w	conj.	and	
176778	hm	hm	hm(II)	hm (II)	conj./interr. functor	if	
# KTU 2.30 19							
176779	l	l  	l(II)	l (II)	adv.	no, not	
176780	ˤl	ʿl  	ˤl(y[	/ʕ-l-y/	vb G suffc. 3 m. sg.	to attack	
176781	w	w  	w	w	conj.	then	
176782	lakm	lakm	!!l(ʔ&ak[/~m	/l-ʔ-k/	vb G inf. abs. + encl. -m	to send (a message)	
# KTU 2.30 20							
176783	ilak	ilak  	!(ʔ&i!l(ʔ&ak[	/l-ʔ-k/	vb G prefc. 1 c. sg.	to send (a message)	
176784	w	w  	w	w	conj.	and	
176785	at	at	at(I)	ảt (I)	pers. pn. 2 f. sg.	you	
# KTU 2.30 21							
176786	umy	umy  	um/+y	ủm	n. f. sg. cstr. voc. + 1 c. sg. suff.	mother	
176787	al	al  	al(I)	ảl (I)	neg. functor	no, not	
176788	tdḥṣ	tdḥṣ 	!t==!dḥṣ[	/d-ḥ-ṣ/	vb G prefc. 2 f. sg. juss.	to be worried, distressed	DULAT assigns the written consonants to /d-ḥ-ṣ/.
176788	tdḥṣ	tdḥṣ 	!t==!dḥ(l&ṣ)[	/d-ḥ-ṣ/	vb G prefc. 2 f. sg. juss.	to fear	Cunchillos reads /d-ḥ-l/, as recorded under DULAT's /d-ḥ-ṣ/ entry; Tania independently adopts this lexical substitution.
# KTU 2.30 22							
176789	w	w  	w	w	conj.	and	
176790	ap	ap  	ap(I)	ảp (I)	adv./conj.	nor	
176791	mhkm	mhkm	mhk~m	mhk(m)	indef. pn. abs. acc. + encl. -m	anything, any concern	
# KTU 2.30 23							
176792	b	b  	b	b	prep.	in	
176793	lbk	lbk  	lb/+k=	lb	n. m. sg. cstr. gen. + 2 f. sg. suff.	heart	
176794	al	al 	al(I)	ảl (I)	neg. functor	no, not	
# KTU 2.30 24							
176795	tšt	tšt	!t==!št[	/š-t/	vb G prefc. 2 f. sg. juss.	to place	
